id,cr_no,target_sentence,response,training,tooshort_AD,irrelevant_AD,copypaste_AD,eval_AD,overall_AD,notes_AD,overall_AD_2,tooshort_JM,irrelevant_JM,copypaste_JM,eval_JM,overall_JM,notes_JM,overall_JM_2,interrater_difference,agree,interrater_difference_2
SERP_F19C_B1_44,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",That's something I remember from taking a human anatomy course. It was really interesting to knowing how the eye works.,4,,,,1,1,,0,,,,,0,,0,,,
SERP_F19C_B1_44,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",I knew the eye has multiple layers which is cool because you would think its so thin.,4,,,,1,2,,2,,,,,1,,1,,,
SERP_F19C_B1_44,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,This explains my question to why does my pupil change sizes in the dark and light. Its because of the muscles in the iris.,4,,,,,3,,3,,,,,1,,1,,,
SERP_F19C_B1_44,viz_cr_4,"In dim light, the pupil becomes larger",That's interesting because my pupil does gets larger in the light and in the dark it's different.,4,,,,,1,,1,,,,,1,,1,,,
SERP_F19C_B1_44,viz_cr_5,This bends the light rays producing an image that is in focus,So when my eyes are looking at something the lights rays are bending to that the image can focus.,4,,,,,2,,2,,,,,1,,1,,,
SERP_F19C_B1_44,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",To see far away the lens needs to be thin so vice versa to see up close. The lens will be thicker.,4,,,,,2,,2,,,,,2,,2,,,
SERP_F19C_B1_44,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The retina is powerful layer that responds to light that passes through the eye.,4,,,,,2,,2,,,,,1,"prior to cr 7 the text say  ""light rays pass"" so I'm counting that as a bridge and changing to 2",2,,,
SERP_F19C_B1_44,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","To see the colors black, white, and gray, rod cells works the best to see clearly.",4,,,,,2,,1,,,,,1,,1,,,
SERP_F19C_B1_44,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",What I'm understanding is that the brain and eye work with each other to perceive colors and images.,4,,,,,2,,2,,,,,1,,2,,,
SERP_F19C_C2_46,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Eyes converts our responsive exposure to light into circuits to be interpreted by the brain. The brain in turn tells us that we see and what we see.,3,0,0,0,0,2,light - bridge,,0,0,0,0,2,,,,,
SERP_F19C_C2_46,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",Human eyes have many layers. The pupil and the iris can be found in the first visible layer. There is a material that covers the front of the eye which is name the cornea.,3,0,0,0,0,1,PAR,,0,0,0,0,2,,,,,
SERP_F19C_C2_46,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,Iris adjusts the size of the pupil by controlling the brightness entering the eye through the pupil.,3,0,0,0,0,2,controlling and brightness are slight changes. Want to give 1.5,,0,0,0,0,2,,,,,
SERP_F19C_C2_46,viz_cr_4,"In dim light, the pupil becomes larger",The pupil is adjusted in proportion with the light it perceives. The pupil normally enlarges when light is dim and it becomes smaller when the light is bright.,3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_C2_46,viz_cr_5,This bends the light rays producing an image that is in focus,The lens is an layer that receives light after it has gone through the pupil. The lens work on the rays of the light to adjust them for focus.,3,0,0,0,0,2,several bridges,,0,0,0,0,2,,,,,
SERP_F19C_C2_46,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",The lens thickens in order for us to see things close up and it get thinner to adjust for focus to objects or things afar.,3,0,0,0,0,2,,,0,0,0,0,2,,,,,
SERP_F19C_C2_46,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The light reaches the retina after passing through the lens. The retina serves as the receptor chamber with around 130 million receptor cells working to respond to light.,3,0,0,0,0,2,bridge to lens,,0,0,0,0,2,,,,,
SERP_F19C_C2_46,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",There are two types of receptor cells.The cells called cones identify colors and details of thinks in your vision and work best in bright light. The receptor cells called rod cells work in dim light and their job is to identify black and white and gray.,3,0,0,0,0,2,lots of local bridges,,0,0,0,0,3,,,,,
SERP_F19C_C2_46,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","When the light hits the rods and cones. The nerve circuits pass the information to the brain via optic nerves so that information on color, shapes and objects are perceived.",3,0,0,0,0,1,"""circuits"" might be the only new word",,0,0,0,0,1,"just a strong paraphrase, right?",,,,
SERP_F19C_B2_47,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",The capabilities of the human brain always astound me. To take electrical signals are covert them into pictures that we can understand as the world around us is truly fascinating.,3,0,0,0,1,2,electrical signals,,0,0,0,0,2,,,,,
SERP_F19C_B2_47,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",I had heard of the cornea before but did not know that it was invisible and in front of our pupils.,3,0,0,0,0,1,PAR and monitoring,,0,0,0,0,2,,,,,
SERP_F19C_B2_47,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,Another interesting thought: I never knew that the pupil's dilation was caused by muscles in the iris. I also wonder why there exist different colors of irises and what evolutionary advantage this served.,3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_B2_47,viz_cr_4,"In dim light, the pupil becomes larger","I have heard that blue eyes are more sensitive to light and, as a person with blue eyes, I have always felt blinded in bright sunlight. I understand that I need the perfect amount of light to see properly.",3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_B2_47,viz_cr_5,This bends the light rays producing an image that is in focus,Wow; our eyes bend light? That is impressive. And it naturally focuses the images we view? Also impressive.,3,0,0,0,1,1,,,0,0,0,0,2,,,,,
SERP_F19C_B2_47,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",Seems counter-intuitive; bending less light when focusing on things further away.,3,0,0,0,1,1,,,0,0,0,0,3,,,,,
SERP_F19C_B2_47,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"I knew cells were small but 130 million is a tiny part of the eye? That's very, very small.",3,0,0,0,1,1,,,0,0,0,0,2,,,,,
SERP_F19C_B2_47,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",I had heard about cones and rods but did not know which corresponded to which type of seeing. Seems like rods have the easier job; there are infinite colors but only one black and one white.,3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_B2_47,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","So the rods and cones send the electrical signals that allow our brain to process the world. Does this mean that rods and cones are always firing, unless asleep?",3,0,0,0,0,2,maybe even 3 - good Q,,0,0,0,0,3,,,,,
SERP_F19C_C1_48,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",The text explains the process briefly on how the eye sees objects.,3,0,0,0,0,1,PAR,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","The text explains how that even though the first layer is the pupil and iris, they're covered by a clear tissue called the cornea.",3,0,0,0,0,1,PAR,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The muscles control the size of the pupil.,3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_4,"In dim light, the pupil becomes larger",Pupil becomes larger when it is dark.,3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_5,This bends the light rays producing an image that is in focus,Like a prism the eye lends bends light rays to produces pictures.,3,0,0,0,2,0,,,0,0,0,0,2,,,,,
SERP_F19C_C1_48,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","When lenses are thin, it can bend less and see farther objects.",3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,They're a lot of components in the retina that is used to respond to light.,3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Rods work best in the dark or dimmed area. Mostly responds to black, white and shades of gray.",3,0,0,0,0,1,focused on current line,,0,0,0,0,1,,,,,
SERP_F19C_C1_48,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",Process of the eye nerves work together with the brain.,3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_C2_49,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","This text tells me that the reason I can look and see through my eyes is because of how my brain reacts to light. Stimulants from any light, are converted into impulses so that my brain can interpret everything and enable me to see. This must mean that when I'm in the dark, my eyes are not stimulated and are therefore unable to see.",3,0,0,0,0,2,maybe 3? The inference at the end there and bridges to light,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","This text tells me that there are many layers of the eye that protect its delicacy. The first layer included both the pupil, (which is already retained knowledge that I have of the eye) and the iris, which I am not too familiar with. This also teaches me that I have had a misconception of the term ""cornea"" because it happens to just be a clear tissue that protects what really interprets our sight.",3,0,0,0,0,3,could be convinced this is a two but some inferencing and bridging is happening,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"This text states that there are muscles within our eyes that I did not know of. It tells me how our pupils adjust to light with muscles in our iris', and not because of some chemical reaction or interaction of the pupil with light particles. This teaches me that iris' are not just for giving us an eye color, but go hand in hand with the pupil and process of light.",3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_4,"In dim light, the pupil becomes larger","This statement tells me that the pupil becomes larger in dimmer lighting, which makes a lot sense, given that the eye and brain have to work a little harder to see. The expansion of the pupil must bring in more light for the brain to interpret. This tells me that if the pupil did not become larger with dimmer light, then we would not be able to adjust and see within every environment we encounter.",3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_5,This bends the light rays producing an image that is in focus,"The lens of the eye are just like the lens of a camera, thus the same name for the feature of that technology. Because of my knowledge with a handheld professional camera (such as a Canon Rebel T6), I can visualize how the lens of the eye will take in light and bend it to produce this image in our eyes. This tells me how intelligent and fast the brain really works because of its interpretation of images with the use of light.",3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","In this text, I have learned that not only does the lens of an eye bend to adjust its shape, but also mold it's thickness based on what your'e trying to see and how far it is. For me, this tells me that when I have difficulty seeing far away, it's because the lens in my eyes need to be thinner so that it can bend the light less and pass through easier.",3,0,0,0,0,3,might be a 2; bridging and ela,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"In this text, it tells me that the there is another layer where light goes through called the retina that contains millions of receptors for light. This blows my mind because as I look at this computer screen right now, I'm realizing how fast the eye works to respond to the light in my environment for me to see right at this moment.",3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","From this text, I've learned that there are specific receptor cells that help me see in darker environments and enable dark colors for me to see. This tells me that when I switch from a bright environment to a darker one, the specific receptor cells work more based on the environment's lighting.",3,0,0,0,0,2,maybe could be convinced a 3 - local bridge and then an okay ELA,,0,0,0,0,3,,,,,
SERP_F19C_C2_49,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","This text tells me that when I see colors and objects, it's because of the nerve impulses that travel to my brain from the receptors. It also tells me that people who are color blind must not have enough cones or normal nerve impulses that perceive the right colors that normal people see.",3,0,0,0,0,3,bridges and ELAs,,0,0,0,0,3,,,,,
SERP_F19C_B1_51,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Very scientific. The science behind why humans are able to see. My eyes are also the most sensitive thing on my body.,3,0,0,0,0,2,outside knowledge is brought in,,0,0,0,0,2,,,,,
SERP_F19C_B1_51,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","Overall thoughts: My eyes feel irritated now. 
Bolded text:I am familiar with what the cornea is. I've heard of people scratching their corneas.  
",3,0,0,0,0,1,hardly related,,0,0,0,0,2,,,,,
SERP_F19C_B1_51,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"I've always wondered what the circle around my pupil was, now I know it's called an iris. My iris is brown.
Meaning of bolded text: Pupil size is determined by each individual's muscles in the iris.",3,0,0,0,0,2,Adding in some knowledge but also PAR,,0,0,0,0,3,,,,,
SERP_F19C_B1_51,viz_cr_4,"In dim light, the pupil becomes larger","Overall thoughts: people always said not to read in the dark because it strains your eyes.
meaning of bold text: the less light, the bigger the pupil",3,0,0,0,0,2,ELA and PAR,,0,0,0,0,3,,,,,
SERP_F19C_B1_51,viz_cr_5,This bends the light rays producing an image that is in focus,"Overall thoughts: The eyes are sure full of muscles.
Meaning of bolded text: lights rays are bent in order to see an object, person, place, etc clearly",3,0,0,0,1,1,,,0,0,0,0,2,,,,,
SERP_F19C_B1_51,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","Overall thoughts. I'm thinking about how my sister is far and near sided 
meaning of bolded text: to see things far away, lens in the eyes need to be thin to bend little light
",3,0,0,0,0,2,PAR and weak ELA,,0,0,0,0,2,,,,,
SERP_F19C_B1_51,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"The word ""jellylike"" made me think about jellyfish in the ocean. ooo I've heard of the retina before.
Meaning of bold text: The retina is big and does a lot of jobs that allow humans to see",3,0,0,0,0,2,weak bridge and ELA,,0,0,0,0,2,,,,,
SERP_F19C_B1_51,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Thoughts: why do the cones work best in bight lights? I thought the text just said that eyes work best when lights aren't too bright or too dim....
Meaning of text: We are able to see black, white and grey because of rod cells",3,0,0,0,0,3,that question is an interesting bridge and ELA at the same time,,0,0,0,0,3,,,,,
SERP_F19C_B1_51,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","Thoughts: Everything that functions in our bodies has something to do with the brain. *rolls eyes*
Meaning of bolded: eyes perceive colors and shapes through nerves that connect to the brain",3,0,0,0,0,1,maybe 1? That first comment isn't much of an ELA,,0,0,0,0,2,,,,,
SERP_F19C_C1_52,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",This text is talking about how our eyes give us the ability to see objects with the help of the brain.,3,0,0,0,0,1,maybe 2 because it is a good summary?,,0,0,0,0,1,,,,,
SERP_F19C_C1_52,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",This text gives details about the eyes and its first layer which includes the pupil and iris that is covered by the cornea.,3,0,0,0,0,1,PAR,,0,0,0,0,1,,,,,
SERP_F19C_C1_52,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The text is diving more into details about the eyes and its different parts. The iris is the circle in the eye that has multiple different colors and within the iris is the pupil whose size is based on the muscle of the iris.,3,0,0,0,0,2,bridges and PAR,,0,0,0,0,3,,,,,
SERP_F19C_C1_52,viz_cr_4,"In dim light, the pupil becomes larger",The text is explain how the pupils which are in the iris become larger if your in an area with dim light and becomes smaller in an area with a considerate amount of light with the help of the iris since it regulates the amount of light entering through the eye.,3,0,0,0,0,2,bridge and PAR; maybe 3 because it is a lot of them?,,0,0,0,0,2,,,,,
SERP_F19C_C1_52,viz_cr_5,This bends the light rays producing an image that is in focus,This text explains how we are able to see images. With the help of iris which regulates the amount of light entering the eye through the pupil and then the pupil adjust its size whether its in a room full of light or a dim room. After going through the pupils the light goes through lens that focus the light which then helps us in seeing images.,3,0,0,0,2,2,,,0,0,0,0,3,,,,,
SERP_F19C_C1_52,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",This text explains how we are able to see things close up and far away. The lenses need to thick and bend the light ray into an image that can be seen up close but to see far away the lenses need to be thin and bend the light less.,3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_C1_52,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,This text talks about how the eye is able to respond to light with the help of retina. Retina lines the back of the eye and has about 130 million receptors cells that help respond to light so we can see images.,3,0,0,0,0,1,long PAR,,0,0,0,0,2,,,,,
SERP_F19C_C1_52,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",This text explains the different kinds of receptors that help respond to light. When we see colors it is thanks to the cones and it works best in light. When we see black and white it is thanks to the rod cells that work best in dim lights.,3,0,0,0,0,2,,,0,0,0,0,2,,,,,
SERP_F19C_C1_52,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",This text explains how with the help of nerve impulses that travel to the brain we are able to see or perceive colors and objects after the rods and cones respond to the light hitting them.,3,0,0,0,0,1,,,0,0,0,0,2,,,,,
SERP_F19C_B2_54,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",when we see something it happens so fast we don't take account how fast our eyes react to a stimuli,3,0,0,0,0,2,outside knowledge,,0,0,0,0,1,,,,,
SERP_F19C_B2_54,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","It seems like the eyes are very protected, they are a very important factor of our living situation.",3,0,0,0,0,2,inferring about protection only,,0,0,0,0,2,,,,,
SERP_F19C_B2_54,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"I didn't know our eyes had muscles, seems like a strong muscle since its always adapting",3,0,0,0,0,2,,,0,0,0,0,1,,,,,
SERP_F19C_B2_54,viz_cr_4,"In dim light, the pupil becomes larger","I've noticed others pupils when its in the light and when its in dimmer places, and its amazing seeing it enlarge and shirk, depending on the light",3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_B2_54,viz_cr_5,This bends the light rays producing an image that is in focus,i guess people with glasses are unable to focus on the image properly,3,0,0,0,0,3,,,0,0,0,0,2,,,,,
SERP_F19C_B2_54,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","this makes sense, when a person is seeing something from far away they have to pay much more attention and ""squint"" which would make the light bend less",3,0,0,0,0,2,maybe a 3?,,0,0,0,0,3,,,,,
SERP_F19C_B2_54,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"its good to know we have many sensors that all work together top produce our daily images, its amazing how fast they do it too",3,0,0,0,1,1,,,0,0,0,0,2,,,,,
SERP_F19C_B2_54,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray",they way that the mechanism of the eye is set up its perfectly made to interact with any type of light and since its divided it makes everything more organized and detailed,3,0,0,0,0,2,several global summaries,,0,0,0,0,2,,,,,
SERP_F19C_B2_54,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","So the nerves is what bring all the parts of the eyes together, what connects and creates a whole picture",3,0,0,0,0,2,,,0,0,0,0,2,,,,,
SERP_F19C_C1_55,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",Your eyes take in external stimuli from the environment and then the neurons in your cells fire and eventually reach your brain. Different areas of your brain perceive these signals and give you the perception of sight.,3,0,0,0,0,3,bridge to environment and adds in extra knowledge,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",The cornea is the layer of the eye that covers the pupil and the iris. The function of the cornea is the focus light into the eye so that the stimuli that the eye perceives can be converted into sight.,3,0,0,0,0,2,first sentence is PAR; second has some bridging,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,The iris layer of the eye contains muscles which allow the size of the pupil to adjust in response to the amount of light entering the eye. This function is important because it allows the light signal converting process to be as efficient as possible.,3,0,0,0,0,3,bridges and inferring importance,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_4,"In dim light, the pupil becomes larger","If the light entering the eye is not very bright, the iris muscles adjust the pupil so that it becomes larger. This occurs so that the right amount of light can enter the pupil and be converted into a nerve signal.",3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_5,This bends the light rays producing an image that is in focus,The function of the lens is to focus light signals that enter the eye so that it becomes a visible image. The muscles attached to the lens adjust the light rays that enter the eye so that the image is focused for the viewer.,3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","If you are looking at an object that is far away, the muscles attached to the lens will adjust its shape to be thinner. This occurs so that the light coming into the eye will bend less in order to produce an image that is focused.",3,0,0,0,0,2,high 2,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,The retina is the area of the eye that contains the receptor cells that capture the light signals and begin to convert them into nerve impulses. The retina contains different types of specialized cells for both color and black and white vision.,3,0,0,0,0,3,really strong,,0,0,0,0,2,,,,,
SERP_F19C_C1_55,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","The retina contains two primary types of receptor cells. When you see an image in dim light, the rod cells are more active than the cone cells and will fire more often. This is because rod cells are specialized to see shades of black, white, and gray, while cone cells are specialized for color vision.",3,0,0,0,0,2,leaning toward 2 but could be a 2.5?,,0,0,0,0,3,,,,,
SERP_F19C_C1_55,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","The rods and cones found in the retina are receptor cells, meaning they receive external signals of light energy (photons) and convert them into nerve impulses. After light hits the rods and cones, they travel along a signal pathway that connects to the brain through the optic nerve. Once the signal reaches the brain, specialized areas of the brain are able to perceive different aspects of the light such as edges, colors, and objects.",3,0,0,0,0,3,,,0,0,0,0,3,,,,,
SERP_F19C_C2_58,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.",The light reflects what you see.,3,0,0,0,0,2,bridges to light but short!,,0,0,0,0,0,maybe a 1?,,,,
SERP_F19C_C2_58,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.",The pupil and the iris are the first visible layer of your eye. The cornea is on the outside of pupil and iris. The cornea helps protect the pupil and iris.,3,0,0,0,0,2,mostly PAR but bridges to protect,,0,0,0,0,2,,,,,
SERP_F19C_C2_58,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,"Sometimes when your moods changes, the muscles in your eye adjusts, which dictates the size of the pupil.",3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_C2_58,viz_cr_4,"In dim light, the pupil becomes larger",Light has a big affect on the pupil. The pupil becomes larger in the dim light. The pupil becomes smaller in the bright light.,3,0,0,0,0,2,,,0,0,0,0,2,,,,,
SERP_F19C_C2_58,viz_cr_5,This bends the light rays producing an image that is in focus,"We see images when the light is refracted through our eyes. Our muscles work to adjust the shape, thus creating the images that we see.",3,0,0,0,0,2,,,0,0,0,0,2,,,,,
SERP_F19C_C2_58,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less","For those that can't see far away, glasses are provide where the lenses have to be thin in order to bend the light less.",3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_C2_58,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,"Each receptor cell responds to light in the the retina,  which is in the back of the eye.",3,0,0,0,0,2,local bridges,,0,0,0,0,2,,,,,
SERP_F19C_C2_58,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","While the cones work on allowing you to see colors in detail, the rod focuses on neutral shades like black, white, and gray.",3,0,0,0,0,2,,,0,0,0,0,2,,,,,
SERP_F19C_C2_58,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived",We perceive colors and objects through our nerve impulses in the brain.,3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_B1_59,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","wow it's amazing that we're able to see at all, and all because of little photons boundcing around",3,0,0,0,1,2,brings in photons,,0,0,0,0,3,,,,,
SERP_F19C_B1_59,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","There's a little film over our eyes that protects the parts of our eyes that take in light, the colorful parts of them",3,0,0,0,0,2,bridges protect and knows that iris has color,,0,0,0,0,2,,,,,
SERP_F19C_B1_59,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,our pupils expand and contract depending on what the muscles in your eye do,3,0,0,0,0,2,brings in expand/contract,,0,0,0,0,2,,,,,
SERP_F19C_B1_59,viz_cr_4,"In dim light, the pupil becomes larger","our pupils need light to see, so in dim light they get bigger. cool system evolution has worked out",3,0,0,0,1,2,,,0,0,0,0,2,,,,,
SERP_F19C_B1_59,viz_cr_5,This bends the light rays producing an image that is in focus,"so do I need glasses to pre-bend the light because my lenses can't do it properly? although my vision is in focus without glasses, it's just generally poorer",3,0,0,0,0,3,,,0,0,0,0,2,,,,,
SERP_F19C_B1_59,viz_cr_6,"To see things far away, the lenses need to be thin to bend the light less",I finally understand the whole 'near sighted' 'far sighted' thing! but I still don't understand what a stigmatism is,3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_B1_59,viz_cr_7,The retina contains about 130 million receptor cells that each respond to light,woah. I don't even understand how big of a number that is. And all so I can see to walk around and notice stuff. cool,3,0,0,0,1,1,maybe all Eval,,0,0,0,0,1,,,,,
SERP_F19C_B1_59,viz_cr_8,"In contrast, rod cells work best in dim light and enable you to see black, white, and shades of gray","Makes sense how everything is much less vibrant in the dark, colors tend to blend into various shades of gray",3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_B1_59,viz_cr_9,"When the rods and cones respond to light hitting them, nerve impulses travel to the brain through the optic nerves where edges, colors and objects are perceived","So even with fully functioning eyes, could you be blind if the nerves are damaged or have some brain damage? Scary",3,0,0,0,0,2,,,0,0,0,0,3,,,,,
SERP_F19C_B2_61,viz_cr_1,"They convert that stimulus into impulses that your brain interprets, enabling you to see.","After reading this sentence, I had to really think about what the sentence was trying to say because it didn't make sense to me the first time around.
",3,0,0,0,0,1,All metacognitive??,,0,0,0,0,0,,,,,
SERP_F19C_B2_61,viz_cr_2,"The first visible layer of the eye includes the pupil and iris, but these are covered by the cornea葉he clear tissue that covers the front of the eye.","This sentence was really easy to read and I did know about the layers of the eyes.
",3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_B2_61,viz_cr_3,The size of the pupil is adjusted by muscles in the iris,I did not know that the size of the pupil was adjusted by the muscles in the iris. I didn't even t=know he iris had muscles.,3,0,0,0,0,1,,,0,0,0,0,1,,,,,
SERP_F19C_B2_61,viz_cr_4,"In dim light, the pupil becomes larger","I did know this fact about pupils, I learned this fact in middle school.
",3,0,0,0,0,1,,,0,0,0,0,0,,,,,
SERP_F19C_B2_61,viz_cr_5,This bends the light rays producing an image that is in focus,"I believe this sentence could be worded a little bit better, I feel like this sentence is a fragment.
",3,0,0,0,2,0,coded as all E,,0,0,0,0,0,,,,,
